id,prompt,desired_output,filtered_output
357,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hi, I would like to get 2 additional packages of food, 2 additional jugs of water, and 1 additional bundle of firewood. I need the additional food because I will have 3 children with me on the trip and one of those being a baby. The baby needs water for her bottles and I need an additional bundle of firewood to warm her bottles.'. [/INST] ","self-need,other-need ",['Other-Need']
358,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hi, I appreciate your response. I would like to compromise. I will give you the bundle of firewood you requested as well as the 2 packages of food. However, I would like to get 2 jugs of water. I have 2 other adults with me on this trip and they require more water to stay hydrated than a baby would.'. [/INST] ","promote-coordination,other-need ","['Empathy', 'Other-Need']"
359,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'That actually sounds pretty good to me. 🙂'. [/INST] ",non-strategic ,['Non-strategic']
360,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: '🙂'. [/INST] ",non-strategic ,['Non-strategic']
361,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'So, it looks like we have reached a compromise. '. [/INST] ",promote-coordination ,['Non-strategic']
362,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Yes we have. Just to clarify, I will get two packages of water and you will get one. I will also get two packages of firewood and you will get 1. And then I will get 1 package of firewood and you will get 2,'. [/INST] ",non-strategic ,['Non-strategic']
363,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I will get two packages of food and you will receive one. I will get one jug of water and you will receive two. I will get one bundle of firewood and you will receive two.'. [/INST] ",non-strategic ,['Non-strategic']
364,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Perfect. It has been a pleasure negotiating!'. [/INST] ",small-talk ,['Non-strategic']
365,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Yes, it has been a pleasure 🙂'. [/INST] ",small-talk ,"['Small-Talk', 'Non-strategic']"
366,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: '🙂 I hope you enjoy the rest of your day!'. [/INST] ",small-talk ,['Small-Talk']
367,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hello, how are you doing today?'. [/INST] ",small-talk ,['Small-Talk']
368,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Good. How you doing buddy? 🙂'. [/INST] ",small-talk ,"['Small-Talk', 'Coordination']"
369,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I'm doing pretty good. I plan on camping with the family this weekend, how about you?'. [/INST] ","small-talk,self-need,other-need ","['Small-Talk', 'No-Need', 'Elicit-Pref', 'Self-Need', 'Other-Need']"
370,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Nice. Same, it's over 100 degrees where I live. 🙂'. [/INST] ","self-need,other-need,small-talk ","['Small-Talk', 'Non-strategic']"
371,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Yikes! It's a bit colder up here, that's why I would like to bring some extra firewood to stay warm at night.'. [/INST] ","self-need,other-need ",['Self-Need']
372,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Oh, I see what you did there. No problem I have plenty of firewood for you buddy. 🙂'. [/INST] ","showing-empathy,no-need ",['Non-strategic']
373,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Great! What extra supplies would you like to bring?'. [/INST] ",elicit-pref ,"['Elicit-Pref', 'Non-strategic']"
374,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Since it's hot there, I get thirsty and dry real quick. 😡'. [/INST] ",self-need ,"['Empathy', 'Self-Need', 'Other-Need']"
375,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Oh ok, well I plan on bringing some juice, beer and other drinks. So I could spare some extra water. And I am pretty good at fishing, so I won't need much food either'. [/INST] ","no-need,showing-empathy ","['Empathy', 'Other-Need']"
376,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'How nice of you. I certain we can work something out. 🙂'. [/INST] ",promote-coordination ,['Non-strategic']
377,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'How about I get 3 firewood 0 water 2 food, and you get 0 firewood 3 water 1 food?'. [/INST] ",non-strategic ,['Non-strategic']
378,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hello, how are you? 🙂, we are excited to go camping for 2 weeks. I was wondering, if its okay with you, if I can get all 3 waters? what are your thoughts? we have a large group, lots of kids, need the extra water for cooking, putting out camp fire, and keeping all of us warm at night. '. [/INST] ","small-talk,promote-coordination,self-need,other-need ",['Small-Talk']
379,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hi, I am great 🙂 How are you? I would be happy for you to have two waters if I can have one. I would also like to have three things of food. I love cooking outside, so I would love to make large delicious meals for my group to enjoy'. [/INST] ","small-talk,self-need,other-need ","['Small-Talk', 'Self-Need']"
380,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'That sounds amazing and delicious! maybe we can compromise? Maybe, I can get all 3 waters and you can have all 3 Foods? what do you think? '. [/INST] ",promote-coordination ,['Coordination']
381,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: ' I would agree to that if I can also have two things of firewood. I am going to need a lot of wood, so I can cook the meals I am making 🙂'. [/INST] ",self-need ,['Non-strategic']
382,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I completely understand, thank you for compromising with water and food. Wished we had 4 firewoods to divide and share it equaly, may I ask how long will you be camping for? Im afraid I need 2 firewoods as well, maybe we can see who has the greater need? '. [/INST] ","showing-empathy,promote-coordination,vouch-fair,small-talk ",['Small-Talk']
383,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I am going to be camping for a couple of weeks, so I will need quite a bit. I also realized some additional water would be good, because I have some meals that need me to boil water. Maybe you can have 2 firewood in exchange for me having one of your waters? Then you would still have plenty of water, but also plenty of firewood 🙂'. [/INST] ","small-talk,self-need,promote-coordination ","['Small-Talk', 'Coordination', 'Self-Need', 'Non-strategic']"
384,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'So sorry, I just realized you did not agree to the 3 waters in exchange of 3 foods. if you want a water, i will also will need one food. just to make things more fair on my end. If not i am looking at 2 waters, 0 foods, and 1 firewood. But i am willing to compromise for 3 waters, 1 firewood, and 0 foods. and you'll get 3 foods, 2 firewoods, and 0 waters, what do you think?'. [/INST] ","promote-coordination,vouch-fair ",[]
385,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: ' I appreciate your willingness to discuss this, so we both get a fair deal. I would really like if I get 3 food, 1 water, and 1 firewood. Then you would get 2 water and 2 firewood. You said that you really need water and food, so I think that would work best for both of us to get what we need most. What do you think? 🙂'. [/INST] ","vouch-fair,promote-coordination,uv-part ",['Non-strategic']
386,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Np, problem, water is high in demand on my end with the amount of kiddos I am taking. Water is my main concern, will you be okay with 3 Foods, 2 Firewoods and no water?'. [/INST] ",other-need ,['Non-strategic']
387,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I would really like 3 food, 1 water, and 1 firewood if possible. Would you agree to that instead?'. [/INST] ",promote-coordination ,['Non-strategic']
388,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'If you were me would you be happy with 0 Foods, 2 waters, and 2 Firewoods? when water is your priority? maybe we can make it even, your highest priority is Food and mine is water? you can have all firewood? I will be shorten out on everything except the water and youll get 3 foods and 3 firewoods, while i only get 3 waters?'. [/INST] ","uv-part,vouch-fair ",[]
389,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Ok, I will agree to me getting 3 food and 3 firewood. Thank you for discussing this with me! 🙂'. [/INST] ",non-strategic ,['Non-strategic']
390,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'yay! submitting deal!'. [/INST] ",non-strategic ,['Non-strategic']
391,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hello! Do you have any sort of preference regarding the 3 camping items?'. [/INST] ",elicit-pref ,['Elicit-Pref']
392,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hello there! It's nice to meet you. Truthfully, I need to get some food and some firewood. What do you need?'. [/INST] ","small-talk,elicit-pref ","['Small-Talk', 'Elicit-Pref', 'Non-strategic']"
393,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'The main thing I like to do when camping is a lot of hiking (pretty much all day), so I was hoping to get as much food as possible so I can remain active.'. [/INST] ",self-need ,"['Small-Talk', 'Self-Need']"
394,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I'm sure we can come up with a compromise! I understand the need for extra food with exercise. Sometimes I get low blood sugar and need an extra snack. I'll give you 2 food if I can get 1.'. [/INST] ",promote-coordination ,['Coordination']
395,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I think that is a totally fair split for the food. And I actually don't need a lot of firewood. I would be willing to give you all of it in exchange for the water.'. [/INST] ","vouch-fair,promote-coordination ",[]
396,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I think so, too. I'm glad you offered that - we got stuck in the rain and need the firewood to dry our clothes. I'd be more than happy to give you all the water for all the firewood.'. [/INST] ","other-need,self-need,promote-coordination ","['Empathy', 'Coordination', 'Self-Need', 'Other-Need']"
397,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Great! I get dehydrated very easily, so I am pretty jumpy at the thought of running out! 🙂'. [/INST] ",small-talk ,"['Small-Talk', 'Self-Need']"
398,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'That's not good! ☹️ We don't want that to happen. So to confirm, you get 2 food and all the water, and I get 1 food and all the firewood? 🙂'. [/INST] ",showing-empathy ,['Empathy']
399,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Yes. I would get 2 food and 3 water, and you would get 1 food and 3 firewood. Hopefully this works for you!'. [/INST] ",non-strategic ,['Non-strategic']
400,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'You have yourself a deal!'. [/INST] ",non-strategic ,['Non-strategic']
401,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Can you spare some water? I need to take medication and I have run out.'. [/INST] ","self-need,promote-coordination ","['Coordination', 'Self-Need', 'Other-Need']"
402,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Hi there, that sounds important. Yes, we can make sure you get some water. How does 1 package sound?'. [/INST] ",promote-coordination ,['Non-strategic']
403,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I'd rather have 2, can give you all of my food for all of your water?'. [/INST] ",promote-coordination ,['Non-strategic']
404,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I actually got really dehydrated on my last camping trip, so don't want to be completely without water. How about 2 for you, 1 for me?'. [/INST] ",self-need ,"['Coordination', 'Self-Need', 'Other-Need']"
405,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'That is good, is it possible that I could get some firewood as well? I may be suffering from hypothermia.'. [/INST] ",self-need ,['Other-Need']
406,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Oh wow! I don't want you to be that cold! :o  If I can have 3 food, I'd be happy for you to have 2 firewood.'. [/INST] ","showing-empathy,promote-coordination ",['Non-strategic']
407,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'That would be great, I'm not real hungry, so I can spare some food.'. [/INST] ",promote-coordination ,['No-Need']
408,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'That sounds fair to me! So we've got 2 water and 2 firewood for you, 3 food and 1 each water and firewood for me.'. [/INST] ",vouch-fair ,[]
409,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Yes, you're very kind. I desperately need some more water and firewood.'. [/INST] ",non-strategic ,['Non-strategic']
410,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'I'm glad we were able to work out something for both of us! I hope you have a great camping trip!'. [/INST] ","promote-coordination,small-talk ",['Small-Talk']
411,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'Sorry, just adjusting the numbers to what we agreed above! '. [/INST] ",small-talk ,['Non-strategic']
412,"<s>[INST] <<SYS>>You are an excellent assistant capable of classifying different user intentions. You will be given an utterance of dialogue between two individuals, classify the utterance into one or more strategies<</SYS>> Giving the following categories:Small-Talk, Empathy, Coordination, No-Need, Elicit-Pref, Undervalue-Partner, Vouch-Fairness, Self-Need, Other-Need, Non-strategic. Please classify the following utterance into one or more strategies: 'My mistake, hypothermia is messing with my brain.'. [/INST] ",small-talk ,[]
